id,item
1564,Meibomian glands are not able to secrete enough or excrete poorly
1565,"Tear film abnormalities, eye irritation, ocular surface diseases"
1566,Ocular surface diseases
1567,Corneal epithelial damage
1568,Allergic conjunctivitis
1569,Ocular surface inflammatory cascade
1570,Reduced tear secretion and decreased nerve sensitivity
1571,"Eye discomfort symptoms, insufficient tear secretion"
1572,"Meibomian gland dysfunction, tear film instability"
1573,Decreased sensitivity of corneal nerves
1574,Tear film instability and excessive tear evaporation
1575,"Video terminal syndrome, dry eye syndrome"
1576,ocular surface inflammatory response
1577,Impaired corneal epithelial barrier function
1578,Male-related dry eye model
1579,Ocular surface microenvironment imbalance and inflammatory response
1580,corneal epithelial cell apoptosis
1581,"Corneal epithelial cell apoptosis, ocular surface damage"
1582,Eye surface pain
1583,Various degrees of dry eye
1584,"Increased tear film osmotic pressure, ocular surface inflammation"
1585,depression
1586,pain
1587,dry eye syndrome in children
1588,"Changes in total tear volume, evaporation volume and osmotic pressure"
1589,"Perimenopausal kidney qi deficiency, liver and kidney yin deficiency"
1590,Corneal nerve structural and functional abnormalities
1591,dry eye symptoms
1592,Decreased mucin secretion and reduced tear film stability
1593,"Tear film instability, corneal nerve dysfunction"
1594,The occurrence of dry eye syndrome
1595,Decreased activity of human corneal epithelial cells
1596,"Ocular surface inflammation, tear film instability"
1597,"Eye surface irritation, causing tear film instability"
1598,Dry eye syndrome and ocular surface structural damage
1599,Ocular surface inflammation and tear film instability
1600,DED treatment results significantly improved
1601,Apoptosis and oxidative damage in dry eye disease
1602,"When using the screen for a long time, the blink frequency decreases"
1603,Increased epithelial damage and inflammation
1604,Abnormalities and reduced diversity of the ocular surface microbiota in ADDE
1605,Wearing masks for a long time during the COVID-19 pandemic
1606,Increased ROS production causes DED
1607,"Eyelid inflammation, meibomian gland opening obstruction"
1608,Dry eye disease
1609,Ocular surface dysfunction
1610,"Changes in ocular surface tissue, decreased tear production"
1611,Ocular surface of glaucoma patients
1612,Decreased effectiveness of corneal refractive surgery and cataract surgery
1613,Dry eye disease
1614,Worsening dry eye symptoms
1615,Meibomian gland function
1616,Severity of dry eye symptoms
1617,Tear secretion and tear film stability
1618,Tear film breakup pattern
1619,The occurrence and development of SS-DED
1620,Tear film breakup time and corneal fluorescein staining in children
1621,The patient's quality of life and psychological state decline
1622,"Loss of blood and essence to nourish the eye system, leading to dry eyes"
1623,Lacrimal gland periductal fibrosis and alveolar atrophy
1624,Lacrimal gland function and tear secretion
1625,Pathogenesis of dry eye
1626,Emotional and mental state
1627,"Meibomian gland function, changes in tear film distribution"
1628,Patients' quality of life and vision
1629,Tear evaporation rate and tear dynamics
1630,Ocular surface and tear film stability
1631,Visual function and quality of life
1632,Tear film stability and dry eye syndrome
1633,Tear break-up time (TBUT)
1634,Dry eye symptoms more intense than outdoor air quality
1635,Severity of dry eye symptoms
1636,Increased Demodex colonization
1637,Ocular surface inflammation and damage
1638,Increased tear evaporation
1639,Evaporative dry eye (EDE)
1640,Oxidative damage to corneal epithelial cells
1641,Excessive ROS generation and inflammation
1642,Higher medical costs than those associated with mild or moderate DED
1643,Risks of Dry Eyes
1644,Prevalence of dry eyes in children
1645,Risk of dry eye after cataract surgery in the elderly
1646,Risks of dry eyes after cataract surgery
1647,Risk of dry eyes
1648,The occurrence and development of dry eye
1649,Risks of dry eye disease
1650,Aqueous and/or mucinous components
1651,Ocular Allergy (OA) and DED
1652,Comparison of Sjögren's syndrome patients with a control group and DES patients
1653,Comparison of DES patients with Sjögren's syndrome
1654,"DED tears, causing inflammation and epithelial damage"
1655,MGD-related EDE
1656,Oxidative stress exacerbates DED symptoms
1657,"Anti-glaucoma drugs, antihistamines, etc."
1658,Addition of CsA therapy may enhance mucin production in DES patients
1659,BAK and HO exposure both induce inflammatory responses
1660,Prevalence of dry eye in diabetic patients
1661,Th17 cell differentiation
1662,Th1 and Th17 cell production
1663,Proinflammatory factors and chemokines production
1664,Pro-inflammatory and anti-inflammatory molecules production
1665,Corneal epithelial cell apoptosis and inflammation
1666,Cytokine and chemokine production
1667,Dry eye occurs
1668,Dry eye in animal models
1669,Lipid droplet formation and triglyceride accumulation in corneal epithelial cells
1670,High osmotic pressure induces lipid droplet formation
1671,Kidney Yang Deficiency and Coldness Caused by Excessive Fire
1672,Kidney Yin deficiency causes the abnormal movement of the yang fire
1673,Fumigation of fire due to spleen-earth deficiency
1674,Artificial tear supplements Tear film instability and lubricants
1675,Relieve dry eyes caused by prolonged screen time
1676,Nourishes the liver and kidneys
1677,"Nourishes the liver and kidneys, and treats dry eye-related symptoms"
1678,Decreased phospholipids and increased lysophospholipids in corneal epithelial cells
1679,Visual function-related quality of life
1680,Quality of life in patients with refractive error
1681,Visual quality in patients undergoing cataract surgery
1682,Sleep quality in patients with dry eye syndrome
1683,Subjective symptoms of DED
1684,Severity of symptoms in patients with DED
1685,Severity of dry eye symptoms in patients with diabetes
1686,Tear secretion
1687,Through the Corneal Nerve Segmentation Network (CNS-Net)
1688,The patient's desired state in relation to his or her current state
1689,"Ocular surface temperature (OST), tear film stability"
1690,Impact of DED on quality of life and daily activities
1691,Mental health status of patients with DED
1692,Depression levels in patients with dry eye
1693,Anxiety levels in patients with dry eye
1694,Patient's visual quality
1695,Visual quality in cataract patients
1696,Visual function in patients with glaucoma
1697,Quality of life of patients with visual impairment
1698,Efficacy and safety of treatment for primary Sjögren's syndrome dry eye (SSDE)
1699,Effectiveness in treating Meibomian Gland Dysfunction (MGD) and dry eyes
1700,Effectiveness of Dry Eye Treatment
1701,Goblet cell density and Nelson grade
1702,Long-term safety and efficacy of treating dry eye disease
1703,Multiple acupoint selection efficacy
1704,Real-time object diagnosis
1705,Cyclosporine and hyaluronic acid
1706,Corneal epithelial thickness distribution
1707,LLT and Schirmer score
1708,Severity of dry eyes
1709,Diagnosing dry eye symptoms and their impact on visual function
1710,"Diagnosis of dry eyes, impact on daily life and eye symptoms"
1711,Diagnose severity of DED in patients and monitor treatment response
1712,"CED and CjED, indicating tear film instability"
1713,Paper version of OSDI
1714,Increased tear evaporation due to MGD
1715,LipiFlow Treatment
1716,"DED, indicating tear film instability"
1717,Lateral Flow Immunoassay (LFIA) for Dual Biomarkers IL-6 and Lactoferrin
1718,Lack of watery tears
1719,Point-of-Care (POC) Diagnosis for DED
1720,Expression level of miR-21-5p
1721,CFS score
1722,Severity of dry eyes
1723,"TBUT, Schirmer I value"
1724,Dry eye after phacoemulsification
1725,Corneal epithelial fluorescein staining score (CFL score)
1726,Innate and adaptive immune mechanisms
1727,Loss of tear film homeostasis and ocular discomfort
1728,Compared with healthy controls and
1729,It occurs in both symptomatic and asymptomatic individuals but is more common in the elderly
1730,Ocular surface immune response in patients with dry eye
1731,Thinning and decreased density of corneal nerve fibers
1732,"Tear film instability, hyperosmolarity, and ocular surface inflammation"
1733,Dry eye after keratoplasty
1734,Abnormal tear secretion and tear film breakup time
1735,"Meibomian gland dysfunction type dry eyes, clearing dampness and heat from the spleen and stomach"
1736,"Relieve dry eye symptoms, clear liver and improve eyesight"
1737,"Eye diseases, clearing the liver and improving eyesight, dispersing wind-heat"
1738,"Eye inflammation, clearing heat, cooling blood, detoxification"
1739,"Treatment/intervention of dry eye, clearing away heat and detoxification, dispersing blood stasis and reducing swelling"
1740,Qiju Dihuang Decoction and other Chinese medicines for clearing liver and improving eyesight
1741,Soften the lipids in the gland ducts
1742,"Dry eyes, moistening lungs and promoting fluid production"
1743,Upregulation of α7nAChR protein expression
1744,Inflammatory processes are upregulated in DED and OA
1745,Tears of DES patients show upregulation of inflammation
1746,Estradiol levels increase in postmenopausal women
1747,Reducing ocular toxicity in patients with DED
1748,IPL Treatment
1749,Corneal surface
1750,Dispel wind-heat in the liver meridian and improve eyesight
1751,Unclogging the meibomian gland openings
1752,Improved drug penetration
1753,Improved tear film stability
1754,Improved quality of life for patients
1755,Improved quality of life for dry eye patients
1756,Improved diagnostic performance for dry eye
1757,Improved medication compliance and treatment efficacy
1758,Improved treatment outcomes for age-related dry eye
1759,Improvement of tear secretion function in perimenopausal patients with dry eye
1760,Estradiol levels in serum of perimenopausal women increase
1761,Improved treatment outcomes for patients with dry eye syndrome associated with visual fatigue
1762,Improved bioavailability of ocular drugs
1763,Increased tear secretion
1764,Dry eye patients improve after treatment
1765,Improved tear breakup time (BUT) and tear volume production (PRT)
1766,"NIBUT f, NIBUT av improve"
1767,Tear mantle height (TMH) increased
1768,"Acupuncture efficacy, improves tear breakup time (BUT)"
1769,Improved clinical outcomes for dry eye
1770,"Lacrimal gland function, promote tear secretion"
1771,Tear breakup time (BUT) is increased in patients with dry eye
1772,The total effective rate of dry eye syndrome has been improved
1773,Improve tear secretion and tear film stability
1774,Improved therapeutic effect of dry eye syndrome of Yin deficiency and dampness-heat type
1775,Improved efficacy of eye diseases such as dry eyes and diabetic retinopathy
1776,Improved treatment outcomes for dry eye after cataract surgery
1777,Ocular drug delivery and corneal retention
1778,Improve the delivery of drugs such as loteprednol etabonate to the ocular surface tissue
1779,Targeted therapy for posterior segment diseases
1780,Oil droplets in CE are positively charged
1781,Growth factors and vitamins to promote ocular surface health
1782,Multi-stage algorithm based on DED severity
1783,The patient's level of mindfulness
1784,The patient's level of knowledge
1785,Clinical efficacy in patients with dry eye
1786,Treatment compliance and efficacy
1787,Therapeutic efficacy against multiple DED pathologies
1788,"Syndrome differentiation and treatment, acupuncture and moxibustion to inhibit ocular surface inflammation"
1789,Eyes
1790,52-week study shows sustained improvement in DED signs and symptoms
1791,Stabilize tear film
1792,Tear film lipid layer (TFLL) stabilization
1793,The expression of TRL4 and NF-κB inhibits the release of inflammatory factors
1794,"ROS levels, reducing oxidative stress"
1795,"DES, indicating changes in tear film stability"
1796,"DES, indicating the progression of related diseases"
1797,Corneal epithelial cells under stressful conditions of dry eye
1798,"DED, which affects nerve health and pain perception"
1799,Long-term effects and disease-modifying potential in DES
1800,Alternative treatments for dry eye patients
1801,Suppressing mucin secretion and inducing goblet cell apoptosis in dry eye
1802,Increase the drug's retention time in the eye and improve its bioavailability
1803,Prolong tear film breakup time
1804,Prolong tear breakup time (BUT)
1805,"Nourishes blood and moisturizes eyes, Meibomian gland dysfunction type dry eyes"
1806, May reduce signs and symptoms during DED attacks
1807,Ocular surface health
1808,Inhibit the expression of inflammatory factors
1809,Inhibit T lymphocyte activation and ocular surface inflammation
1810,Inhibit ocular surface inflammation and restore ocular surface immune homeostasis
1811,Inhibit the expression of inflammatory factors and prevent dry eyes
1812,Inhibit dry eye-related inflammatory response
1813,Inhibition of Caspase1 and IL-1β gene expression in human corneal epithelial cells induced by hyperosmotic shock
1814,Inhibits NF-κB signaling pathway and production of pro-inflammatory mediators
1815,Inhibit T cell activation and reduce inflammatory response
1816,Inhibits nuclear translocation of NF-κB
1817,Suppressing inflammatory response in patients with dry eye
1818,Inhibition of IL-6 and ICAM-1 expression in tears of patients with dry eye
1819,"Inhibits the expression of IL-1β, MMP-9 and IL-8 in tears"
1820,Inhibition of IL-1β expression in corneal and conjunctival tissues of dry eye mice
1821,Inhibit NF-κB pathway and reduce oxidative stress
1822,Inhibit ocular surface inflammatory response
1823,Inhibits T cell-mediated cytokine secretion
1824,Inhibits reactive aldehyde substances (RASP) and exerts anti-inflammatory effects
1825,Inhibiting inflammatory responses in dry eye
1826,Inhibit ROS/NLRP3/IL-1β signaling pathway
1827,Inhibits cell activation and cytokine release
1828,Inhibit Amfenac dual-function nano eye drops
1829,Inhibited Cationic Emulsion (CE)
1830,Inhibits inflammation and oxidative stress
1831,Patients with evaporative dry eye and meibomian gland dysfunction
1832,Cataract surgery in patients with pre-existing dry eyes
1833,Relieve dry eye symptoms and keep the eye surface moist
1834,Inhibits cell activation and reduces inflammation in DED
1835,Cell activation and reduced inflammation in DED
1836,The role of inflammatory mediators in the treatment of DED
1837,Treatment methods of warm fumigation and sodium hyaluronate eye drops
1838,Traditional hot steaming treatment
1839,Effect of monotherapy in improving symptoms and signs
1840,Artificial tears in improving dry eye symptoms
1841,"KPI-121 0.25%, technology applied to reduce inflammation in DED"
1842,Inflammation and improving quality of life in patients with DED
1843,Conventional anti-inflammatory eye drops for the treatment of dry eyes after cataract surgery
1844,Plays a key role in immune cell migration and activation in dry eye
1845,"Tear secretion, lactoferrin content in tears"
1846,"Tear protein secretion, relieve dry eye symptoms"
1847,Goblet cell count
1848,"Drug stability, reduce adverse reactions"
1849,"Tear meniscus height (TMH), basal tear secretion (SIT)"
1850,Tear secretion test (SIT)
1851,Tear secretion in patients with dry eyes
1852,Tear film production
1853,Meniscus height
1854,Enhanced lipid layer thickness (LLT) in DE patients with MGD
1855,The patient's confidence-related self-esteem
1856,Ocular drug penetration and residence time
1857,Acupuncture can relieve dry eye symptoms
1858,"Ocular surface function, tear film stability"
1859,Improved glycosylated phosphoproteins in Ra
1860,"Retinal diseases, retinitis pigmentosa, macular degeneration"
1861,"Paralytic strabismus, ophthalmoplegia"
1862,"Meridian Yang Qi, regulating Qi and blood"
1863,Tear film stability and patient comfort in patients with dry eye
1864,Improved Schirmer Test Score (STS)
1865,Improved non-invasive tear breakup time (NITBUT)
1866,Improved scoring of corneal and conjunctival staining
1867,Improved tear breakup time (TBUT)
1868,Improve tear film stability
1869,Improvements to the Ocular Surface Disease Index (OSDI)
1870,Improvement in overall dry eye score
1871,Improved tear secretion
1872,Improved tear secretion
1873,Meibomian gland duct obstruction improvement
1874,Improved tear film function
1875,Improvement of ocular surface symptoms in glaucoma patients
1876,Improvement of anxiety and depression in patients with dry eye
1877,"Improvement in OSDI score, tear secretion, and tear film breakup time"
1878,Improvement of ocular surface disease index (OSDI) and tear breakup time (BUT)
1879,Improvement of ocular surface inflammation
1880,Improvement in dry eye signs and symptoms
1881,Improved ocular surface health
1882,"Improved economic results, clinical outcomes, and patient satisfaction"
1883,Improved quality of life for dry eye patients
1884,"Ocular surface inflammation, improve quality of life"
1885,Improvement in tear gland rupture time and tear secretion in patients with dry eye
1886,Meibomian gland obstruction and tear film stability improvement
1887,Improved prevention and management of dry eye in children
1888,"Improve tear secretion, tear film function, and eye blood circulation"
1889,"Meibomian gland lipid secretion, relieve dry eye symptoms"
1890,Improvement of perimenopausal dry eye symptoms
1891,Improve tear film stability and ocular blood circulation
1892,Improvement of tear secretion function in perimenopausal dry eyes
1893,Improvement of ocular surface inflammation and tear film stability
1894,Improved dry eye symptoms
1895,Improved sleep quality and emotional state
1896,Improvement of visual dysfunction and dry eye symptoms
1897,Symptom improvement in patients with dry eye syndrome associated with visual fatigue
1898,Improvements in patients' tear breakup time and basal tear secretion test results
1899,Solubility and ocular absorption of poorly soluble drugs
1900,Improvement of ocular surface oxidative stress
1901,Improvement of corneal epithelial damage
1902,Improvement of ocular surface indicators related to dry eyes
1903,Improvement of tear secretion in patients with aqueous-deficient dry eyes
1904,Improvement of dry eyes and video terminal syndrome (CVS)
1905,Improvement of mental and cognitive symptoms and physical symptoms
1906,Improvement in tear breakup time (BUT) in patients with dry eye
1907,Improved tear secretion and tear film stability in patients with dry eye
1908,Improvement of tear secretion and ocular surface function in patients with dry eye
1909,Improvement of diabetic cataract combined with dry eye symptoms
1910,Improvement of dry eye symptoms in children
1911,Improvement of dry eyes caused by meibomian gland dysfunction due to severe wind-heat syndrome
1912,Improvement of symptoms such as dry eyes and myopia
1913,"Improve local blood circulation in the eyes, relieve eye fatigue and improve"
1914,Symptoms of dry eyes after age-related cataract surgery
1915,Improvement of dry eye related indicators
1916,Improvement of dry eye symptoms after age-related cataract surgery
1917,Improvement of dry eyes after cataract surgery
1918,"Goblet cell density, TBUT and OSDI scores improved"
1919,Improves tear film stability by increasing aqueous and mucin components
1920,Improved accuracy and robustness of AMD diagnosis compared to relevant single models
1921,Improved conjunctival goblet cell density
1922,Improvement in tear breakup time (TBUT) and tear secretion test scores
1923,"Tear breakup time (BUT), tear secretion test (SIT), symptom score improvement"
1924,Severity of dry eye symptoms
1925,Relieve pain for patients
1926,Reduce ocular surface inflammation
1927,Reduce inflammation in dry eyes
1928,Reduce the inflammatory response of the ocular surface in dry eyes
1929,Reduce nonspecific inflammatory response in ocular tissue
1930,Relieve DED symptoms by inhibiting COX enzymes
1931,Reduces inflammation in dry eyes
1932,Reduce Demodex mite population
1933,Reduce epithelial cell apoptosis and inflammatory factors
1934,Dry eye disease
1935,Reducing insufficient tear production in patients with dry eyes
1936,Reduced dry eye syndrome (DES) after 12 weeks
1937,Alleviate various forms of DED causing tear film instability and epithelial damage
1938,Relieve dry eyes and ocular allergies (OA)
1939,Alleviate DED caused by mucin deficiency
1940,Reduce corneal epithelial damage and goblet cell loss
1941,Comparison of Sjögren's syndrome-related control groups
1942,Reduces MMP-9 activity and improves dry eye symptoms
1943,Reduce tear gland inflammation and increase IgA levels
1944,Relieve long-term use of VDT users
1945,Alleviate ADDE caused by lacrimal gland insufficiency
1946,"Reduce inflammatory cytokines, such as TNF-α, IL-1β, MMP"
1947,Reduce MMP-9 activity and promote corneal healing
1948,"Reducing tears in dry eye patients, suggesting impaired ocular defenses"
1949,Relieve pain in patients with DED and Sjögren's syndrome (SS)
1950,Comparison of control group and DES patients with Sjögren's syndrome
1951,Reduce tear hyperosmosis
1952,Frequent users of VDTs due to goblet cell dysfunction
1953,Reduce epithelial thickness distribution variation and EIF
1954,Reduce conjunctival congestion and improve ocular surface health
1955,Reduce tear film osmolarity
1956,Reduce BAK exposure-induced ocular surface damage in DED
1957,"Visual Analogue Scale (VAS) dryness score decreased, indicating symptom improvement"
1958,Reduction in Ocular Surface Disease Index (OSDI)
1959,Reduced ocular surface damage
1960,Reduced dry eye score (EDS)
1961,Sustained improvement in MGD and DED symptoms
1962,Protect corneal epithelial cells and reduce apoptosis
1963,"Inhibit inflammatory cytokines (such as IL-1β, TNF-α) and alleviate DED symptoms"
1964,"In the treatment of dry eye, sodium hyaluronate showed greater benefit in improving TBUT in elderly patients compared to younger patients."
1965,"Compared with the control group, the tear secretion test (SIt) showed a higher wetting length in the sodium hyaluronate group"
1966,"Nourish the liver and kidneys, strengthen the tendons and bones, stabilize the tear film, and reduce ocular surface inflammation"
1967,Dry eye inflammation
1968,Inflammatory response to dry eye
1969,Neuralgia response to dry eye
1970,The course of dry eye
1971,DED-Related Pain and Sensation
1972,Tear film replenishment in the treatment of dry eye
1973,Artificial tears have a viscosity and mucoid properties
1974,Acupuncture points around the eyes and eye sockets
1975,Conjunctival goblet cells produce mucus that stabilizes the tear film
1976,"Lipid excretion, tear film lipid layer stability"
1977,"Corneal epithelial repair, nerve regeneration"
1978,"Neural regeneration, goblet cell hyperplasia"
1979,Dry Eye Relief
1980,Matrix metalloproteinase production
1981,Inflammatory response-related cell aggregation
1982,"Ocular surface inflammation, cell apoptosis"
1983,Tear and mucin secretion
1984,Conjunctival goblet cell loss and mucin deficiency
1985,Secretion of IL-1β and IL-18
1986,"Tear and mucin secretion, resulting in increased tear lipid layer thickness (LLT)"
1987,Epithelial wound healing and mucin production
1988,Corneal epithelial cell migration and repair
1989,Tear gland regeneration in severe ADDE
1990,"Regulate various medicines, various eye diseases"
1991,"Blood circulation of eyelids and conjunctiva, tear film stability"
1992,Immune responses in neurogenic inflammation
1993,Emotions and Qi in perimenopausal patients with dry eyes
1994,"Brain gut peptide secretion, improve dry eye symptoms"
1995,Directed migration of immune cells
1996,"Meridian function, promote tear secretion, inhibit ocular surface inflammation"
1997,"Hormone levels, promote sex hormone secretion"
1998,"Ocular surface protein expression, improve ocular surface function"
1999,Expression of transcription factors related to PI3K/Akt/mTOR signaling pathway in lacrimal glands
2000,Dry eye-related gene expression
2001,Tear gland secretion
2002,"Syndrome types such as liver and kidney yin deficiency, qi and yin deficiency, and lung yin deficiency"
2003,Causes corneal inflammation by reducing MMP-9 levels
2004,"Dry eye related indicators (such as tear secretion, tear film breakup time, corneal fluorescein staining, etc.)"
2005,Moderate to severe dry eyes
2006,"Soothing the liver and relieving depression, anxiety and depression"
2007,Regulate Qi and relieve emotional depression
2008,"Clears away heat and dampness, damp heat"
2009,Harmonize the liver and lung
2010,"Qi, blood, body fluids, liver and lung essence"
2011,Improve overall efficiency
2012,Increase tear secretion
2013,Improvement in subjective symptom scores
2014,Improve short-term symptoms of dry eyes
2015,Dry eye treatment without side effects
2016,Promote tear secretion
2017,Improve tear film stability
2018,Protein expression
2019,Perimenopausal dry eyes
2020,Diabetic dry eye due to yin deficiency and heat excess
2021,"Improve SIT, BUT, FL, and eye symptoms"
2022,Reduce serum IL-17 and IL-1β levels
2023,"Lung Yin, clearing heat and moistening dryness"
2024,"Stomach Yin, nourishing the stomach and promoting fluid production"
2025,"Diabetic dry eyes, thirst quenching"
2026,"Diabetes, clearing away heat and purging fire"
2027,Nourishes the eyes and clears the fire in the liver meridian
2028,"Ocular surface symptoms, clearing away heat and detoxification"
2029,"Repair lacrimal glands, meibomian glands, and conjunctival goblet cells"
2030,Aqueous Deficiency Dry Eye
2031,Meibomian gland regeneration
2032,Stimulates tear glands and treats dry eyes
2033,Increase tear secretion
2034,Improve ocular surface inflammation
2035,Promote blood circulation in the eyes
2036,Stimulate tear secretion and treat dry eyes
2037,Improves blood circulation in the brain
2038,Regulates eye nerve reflex pathways
2039,"Anti-angiogenesis, VEGF"
2040,"Anti-inflammatory, retinal inflammatory damage"
2041,"Antioxidant, retinal ganglion cell damage"
2042,"Anti-apoptosis, retinal ganglion cells"
2043,"Eye health, better eyesight"
2044,"VEGF, inhibits angiogenesis"
2045,"Ocular immunity, immune regulation"
2046,"Retinal ganglion cells, inhibit apoptosis"
2047,"Improve blood circulation, retinal function"
2048,"Dry eyes, myopia, optic nerve atrophy"
2049,Liver meridian stagnation and heat syndrome dry eyes
2050,Demodex-associated meibomian gland dysfunction dry eye
2051,Dry eyes caused by kidney yang deficiency and coldness and floating fire
2052,Dry eyes caused by kidney yin deficiency and excessive activity of yang fire
2053,Dry eyes caused by spleen-earth deficiency and yang-fire fumigation
2054,"Dry eyes associated with insomnia, anxiety, and depression"
2055,"Taichong, Ganshu, Shenshu and other acupoints"
2056,"Sanyinjiao, Taichong, Zusanli and other acupoints"
2057,"Eye diseases such as dry eyes, myopia, and diabetic retinopathy"
2058,Inflammatory response of corneal epithelial cells in patients with dry eye
2059,Short-term treatment with KPI-121 0.25%
2060,"Eyelid hygiene, warm compresses, and lipid replacement"
2061,Inflammation in ADDE
2062,Itchy eyes
2063,photophobia
2064,Eye discharge
2065,Swelling of the eyelids
2066,Nonsteroidal anti-inflammatory drugs (NSAIDs)
2067,Corticosteroids (such as dexamethasone)
2068,Antiviral drugs (such as acyclovir ointment)
2069,Antifungal drugs
2070,TNF drugs
2071,Immunosuppressants
2072,Vitamin E
2073,Tear duct embolization surgery
2074,Conjunctival resection
2075,Corneal transplant
2076,Light therapy
2077,Anticholinergic drugs
2078,Hormones
2079,Eye exercises
2080,Neurogenic dry eye
2081,Air Quality and Humidity
2082,Immune system disorders
2083,Hormone levels
2084,Imbalanced microbiota
2085,Screen time and blinking frequency
2086,Blurred vision
2087,Dacryocystitis
2088,Eyelid skin inflammation
2089,Changes in tear composition
2090,Infect
2091,Increased intraocular pressure
2092,Systemic inflammatory response
2093,Trigeminal neuralgia
2094,Chronic pain syndrome
2095,Corneal damage
2096,Restricted eye movements
2097,Eye congestion
2098,Intraocular hemorrhage
2099,Headache
2100,Migraine
2101,Eye pain
2102,Tension headaches
2103,Attention deficit
2104,Memory loss
2105,Decreased vision
2106,Eye dysfunction
2107,General fatigue
2108,Ciliary muscle fatigue
2109,Extraocular muscle load
2110,Visual adjustment function
2111,Light conditions
2112,Screen Usage
2113,Focus
2114,Presbyopia
2115,Malnutrition
2116,Correction of poor vision
2117,Work environment adjustment
2118,Increase humidity
2119,Vitamin C
2120,Dietary modification
2121,Vision Correction
2122,Eye exercises
2123,Tear duct embolism
2124,Good sleep
